Data	Ref	IDENT	SLAT	SLONG	AGE	DAGE	AgeMtd	Continent	Country	IntM	P	Ndir	INC	DEC	k	a95	Nint	F	DF	DF%	VDM	GROUP	TYPE	FORM	ROCKMAG	COMMENTS	LOCATION NAME
6442	512	0410a024081	46	330	10.3	0.7	Geomagnetic polarity timescale	North American		T+	Unknown						1	4.145				Volcanic	Basalt	Glass		Berggren et al. 1995	
6443	512	0410a025013	46	330	10.3	0.7	Geomagnetic polarity timescale	North American		T+	Unknown						1	12.26				Volcanic	Basalt	Glass		Berggren et al. 1995	
6444	512	0410a043026	46	330	10.3	0.7	Geomagnetic polarity timescale	North American		T+	Unknown						1	12.76				Volcanic	Basalt	Glass		Berggren et al. 1995	
6445	512	0410a371106	46	330	10.3	0.7	Geomagnetic polarity timescale	North American		T+	Unknown						1	8.037				Volcanic	Basalt	Glass		Berggren et al. 1995	
6446	512	0417d022p2a	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	9.392	0.4356	4.638		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6447	512	0417d022p2b	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	11.15	2.575	23.09		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6448	512	0417d022p2d	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	11.18	1.358	12.14		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6449	512	0417d022p2e	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	17.77	0.9192	5.173		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6450	512	0417d022p4a	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						1	4.656				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6451	512	0417d022p4c	25	292	121	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	8.728	0.845	9.681		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6452	512	0420x141000	9	254	3.4	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						2	16.4	4.257	25.96		Volcanic	Basalt	Glass		Berggren et al. 1995	
6453	512	0420x171000	9	254	3.4	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	15.68				Volcanic	Basalt	Glass		Berggren et al. 1995	
6454	512	0423x05cp02	9	255	1.7	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	7.506				Volcanic	Basalt	Glass		Berggren et al. 1995	
6455	512	0423x061p03	9	255	1.7	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	7.701				Volcanic	Basalt	Glass		Berggren et al. 1995	
6456	512	0423x081p01	9	255	1.7	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	21.96				Volcanic	Basalt	Glass		Berggren et al. 1995	
6457	512	0447a143076	18	133	43	2	Geomagnetic polarity timescale	Philippine		T+	Unknown						1	28.89				Volcanic	Basalt	Glass		Berggren et al. 1995	
6458	512	0447a182119	18	133	43	2	Geomagnetic polarity timescale	Philippine		T+	Unknown						1	11.32				Volcanic	Basalt	Glass		Berggren et al. 1995	
6459	512	0447a254001	18	133	43	2	Geomagnetic polarity timescale	Philippine		T+	Unknown						1	30.35				Volcanic	Basalt	Glass		Berggren et al. 1995	
6460	512	0448a171p1w	16	135	31	1	Fossil	Philippine		T+	Unknown						1	36.53				Volcanic	Basalt	Glass		Berggren et al. 1995	
6461	512	0456a131p06	17.9113	145.1795	3.7	0.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	18.58				Volcanic	Basalt	Glass		Berggren et al. 1995	
6462	512	0458x461p9a	17.8642	146.9343	32	1	Fossil	Pacific		T+	Unknown						2	19.95	2.531	12.69		Volcanic	Basalt	Glass		Berggren et al. 1995	
6463	512	0469x461p01	33	239	18.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	13.65	3.606	26.42		Volcanic	Basalt	Glass		Berggren et al. 1995	
6464	512	0470a081091	29	242	15.2	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						1	29.97				Volcanic	Basalt	Glass		Berggren et al. 1995	
6465	512	0470a085075	29	242	15.2	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						4	39.34	3.302	8.394		Volcanic	Basalt	Glass		Berggren et al. 1995	
6466	512	0470a131039	29	242	15.2	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						3	35.66	3.298	9.249		Volcanic	Basalt	Glass		Berggren et al. 1995	
6467	512	0474a463000	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	24.76	0.9758	3.941		Volcanic	Basalt	Glass		Berggren et al. 1995	
6468	512	0474a481p13	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	21.73				Volcanic	Basalt	Glass		Berggren et al. 1995	
6469	512	0474a483p01	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	17.98	2.284	12.7		Volcanic	Basalt	Glass		Berggren et al. 1995	
6470	512	0474a484p09	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	12.97	4.584	35.35		Volcanic	Basalt	Glass		Berggren et al. 1995	
6471	512	0474a491000	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	12.62	0.8485	6.724		Volcanic	Basalt	Glass		Berggren et al. 1995	
6472	512	0474a492p04	23	251	3.1	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	23.8	1.549	6.505		Volcanic	Basalt	Glass		Berggren et al. 1995	
6473	512	0482d112p04	23	252	0.3	0.3	Geomagnetic polarity timescale	North American		T+	Unknown						1	13.78				Volcanic	Basalt	Glass		Berggren et al. 1995	
6474	512	0482d113p3a	23	252	0.3	0.3	Geomagnetic polarity timescale	North American		T+	Unknown						1	30.43				Volcanic	Basalt	Glass		Berggren et al. 1995	
6475	512	0483b121000	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	9.323	0.5374	5.764		Volcanic	Basalt	Glass		Berggren et al. 1995	
6476	512	0483b201p13	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	36.73	9.369	25.5		Volcanic	Basalt	Glass		Berggren et al. 1995	
6477	512	0483b211p06	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	39.86				Volcanic	Basalt	Glass		Berggren et al. 1995	
6478	512	0483b212p1a	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	5.126				Volcanic	Basalt	Glass		Berggren et al. 1995	
6479	512	0483b221p01	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	3.563				Volcanic	Basalt	Glass		Berggren et al. 1995	
6480	512	0483b221p7c	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	30.07				Volcanic	Basalt	Glass		Berggren et al. 1995	
6481	512	0483b222p03	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	32.78				Volcanic	Basalt	Glass		Berggren et al. 1995	
6482	512	0483b232p8a	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	51.46				Volcanic	Basalt	Glass		Berggren et al. 1995	
6483	512	0483b241p7b	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	6.666				Volcanic	Basalt	Glass		Berggren et al. 1995	
6484	512	0483b323p07	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	5.512				Volcanic	Basalt	Glass		Berggren et al. 1995	
6485	512	0483x211p06	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	38.48				Volcanic	Basalt	Glass		Berggren et al. 1995	
6486	512	0483x212p08	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	53.57				Volcanic	Basalt	Glass		Berggren et al. 1995	
6487	512	0483x213p01	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	20.97	8.712	41.54		Volcanic	Basalt	Glass		Berggren et al. 1995	
6488	512	0483x221p01	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	33.56				Volcanic	Basalt	Glass		Berggren et al. 1995	
6489	512	0483x231p8a	23	252	2	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	48.02				Volcanic	Basalt	Glass		Berggren et al. 1995	
6490	512	0495x471p05	12.5	269	20.7	0.2	Geomagnetic polarity timescale	Cocos		T+	Unknown						1	14.76				Volcanic	Basalt	Glass		Berggren et al. 1995	
6491	512	0495x481p10	12.5	269	20.7	0.2	Geomagnetic polarity timescale	Cocos		T+	Unknown						1	18.72				Volcanic	Basalt	Glass		Berggren et al. 1995	
6492	512	0495x482p06	12.5	269	20.7	0.2	Geomagnetic polarity timescale	Cocos		T+	Unknown						1	18				Volcanic	Basalt	Glass		Berggren et al. 1995	
6493	512	0495x483p03	12.5	269	20.7	0.2	Geomagnetic polarity timescale	Cocos		T+	Unknown						2	16.2	2.093	12.92		Volcanic	Basalt	Glass		Berggren et al. 1995	
6494	512	0510x111000	2	274	3.1	0.4	Geomagnetic polarity timescale	Cocos		T+	Unknown						1	19.23				Volcanic	Basalt	Glass		Berggren et al. 1995	
6495	512	0520x311020	-26	349	15.2	0.2	Geomagnetic polarity timescale	African		T+	Unknown						1	38.21				Volcanic	Basalt	Glass		Berggren et al. 1995	
6496	512	0522b032p02	-27	355	35.7	1.3	Geomagnetic polarity timescale	African		T+	Unknown						1	9.981				Volcanic	Basalt	Glass		Berggren et al. 1995	
6497	512	0525a005p6b	-29	3	72	1	Geomagnetic polarity timescale	African		T+	Unknown						2	69.43	4.766	6.864		Volcanic	Basalt	Glass		Berggren et al. 1995	
6498	512	0525a592p3h	-29	3	72	1	Geomagnetic polarity timescale	African		T+	Unknown						2	61.13	0.07071	0.1157		Volcanic	Basalt	Glass		Berggren et al. 1995	
6499	512	0525a594p1r	-29	3	72	1	Geomagnetic polarity timescale	African		T+	Unknown						2	63.65	5.607	8.809		Volcanic	Basalt	Glass		Berggren et al. 1995	
6500	512	0543a132p03	16	301	84	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	8.453	3.29	38.92		Volcanic	Basalt	Glass		Berggren et al. 1995	
6501	512	0543a152p3a	16	301	84	1	Geomagnetic polarity timescale	North American		T+	Unknown						2	8.637	0.1994	2.309		Volcanic	Basalt	Glass		Berggren et al. 1995	
6502	512	0556x031140	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	12.94				Volcanic	Basalt	Glass		Berggren et al. 1995	
6503	512	0556x041091	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						3	9.916	0.01418	0.143		Volcanic	Basalt	Glass		Berggren et al. 1995	
6504	512	0556x051116	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						3	21.61	0.565	2.615		Volcanic	Basalt	Glass		Berggren et al. 1995	
6505	512	0556x052084	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	11.94	0.8839	7.4		Volcanic	Basalt	Glass		Berggren et al. 1995	
6506	512	0556x062055	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						3	28.66	0.8	2.791		Volcanic	Basalt	Glass		Berggren et al. 1995	
6507	512	0556x073146	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	8.031				Volcanic	Basalt	Glass		Berggren et al. 1995	
6508	512	0556x083109	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	21.82				Volcanic	Basalt	Glass		Berggren et al. 1995	
6509	512	0556x084002	39	325	30.7	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	22.1	1.407	6.369		Volcanic	Basalt	Glass		Berggren et al. 1995	
6510	512	0558x293p11	37.77	322.6565	34	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						2	40.1	2.793	6.966		Volcanic	Basalt	Glass		Berggren et al. 1995	
6511	512	0558x294p4b	37.77	322.6565	34	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						1	20.69				Volcanic	Basalt	Glass		Berggren et al. 1995	
6512	512	0558x302p6a	37.77	322.6565	34	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						2	30.08	0.8768	2.915		Volcanic	Basalt	Glass		Berggren et al. 1995	
6513	512	0558x311p4a	37.77	322.6565	34	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						1	38.04				Volcanic	Basalt	Glass		Berggren et al. 1995	
6514	512	0558x312p3a	37.77	322.6565	34	0.5	Geomagnetic polarity timescale	North American		T+	Unknown						2	62.25	20.28	32.58		Volcanic	Basalt	Glass		Berggren et al. 1995	
6515	512	0559a073011	35	319	32	1.1	Geomagnetic polarity timescale	North American		T+	Unknown						3	10.48	0.7004	6.685		Volcanic	Basalt	Glass		Berggren et al. 1995	
6516	512	0559x021142	35	319	32	1.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	14.69				Volcanic	Basalt	Glass		Berggren et al. 1995	
6517	512	0559x031011	35	319	32	1.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	8.028				Volcanic	Basalt	Glass		Berggren et al. 1995	
6518	512	0562x012114	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						3	13.59	1.668	12.27		Volcanic	Basalt	Glass		Berggren et al. 1995	
6519	512	0562x013p3f	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	16.58	2.729	16.46		Volcanic	Basalt	Glass		Berggren et al. 1995	
6520	512	0562x021p05	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	10.77				Volcanic	Basalt	Glass		Berggren et al. 1995	
6521	512	0562x021p3c	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	11.1				Volcanic	Basalt	Glass		Berggren et al. 1995	
6522	512	0562x032003	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	21.47				Volcanic	Basalt	Glass		Berggren et al. 1995	
6523	512	0562x033113	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	13.99	0.396	2.83		Volcanic	Basalt	Glass		Berggren et al. 1995	
6524	512	0562x043p4b	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						2	15.69	6.378	40.65		Volcanic	Basalt	Glass		Berggren et al. 1995	
6525	512	0562x043p6a	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	15.31				Volcanic	Basalt	Glass		Berggren et al. 1995	
6526	512	0562x044003	33	318	17.4	0.2	Geomagnetic polarity timescale	North American		T+	Unknown						1	15.9				Volcanic	Basalt	Glass		Berggren et al. 1995	
6527	512	0564x012117	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						2	13.11	2.765	21.08		Volcanic	Basalt	Glass		Berggren et al. 1995	
6528	512	0564x021042	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	14.08				Volcanic	Basalt	Glass		Berggren et al. 1995	
6529	512	0564x022092	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	12.46				Volcanic	Basalt	Glass		Berggren et al. 1995	
6530	512	0564x033063	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	13.33				Volcanic	Basalt	Glass		Berggren et al. 1995	
6531	512	0564x041129	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	9.012				Volcanic	Basalt	Glass		Berggren et al. 1995	
6532	512	0564x042085	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	13.72				Volcanic	Basalt	Glass		Berggren et al. 1995	
6533	512	0564x043075	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						5	15.94	3.579	22.46		Volcanic	Basalt	Glass		Berggren et al. 1995	
6534	512	0564x054002	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						1	12.54				Volcanic	Basalt	Glass		Berggren et al. 1995	
6535	512	0564x061142	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						2	18.52	7.828	42.25		Volcanic	Basalt	Glass		Berggren et al. 1995	
6536	512	0564x071076	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						2	11.19	0.05657	0.5055		Volcanic	Basalt	Glass		Berggren et al. 1995	
6537	512	0564x081101	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						2	15.26	0.1344	0.8807		Volcanic	Basalt	Glass		Berggren et al. 1995	
6538	512	0564x093p02	34	316	33.2	0.1	Geomagnetic polarity timescale	North American		T+	Unknown						2	17.02	2.277	13.38		Volcanic	Basalt	Glass		Berggren et al. 1995	
6539	512	0706c021009	-13	61	32	2	Fossil	African		T+	Unknown						1	6.558				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6540	512	0706c021071	-13	61	32	2	Fossil	African		T+	Unknown						1	8.248				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6541	512	0706c021093	-13	61	32	2	Fossil	African		T+	Unknown						2	5.626	0.618	10.98		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6542	512	0706c022039	-13	61	32	2	Fossil	African		T+	Unknown						2	10.89	5.293	48.62		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6543	512	0706c022095	-13	61	32	2	Fossil	African		T+	Unknown						4	6.381	0.9606	15.05		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6544	512	0706c052074	-13	61	32	2	Fossil	African		T+	Unknown						1	3.902				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6545	512	0706c052103	-13	61	32	2	Fossil	African		T+	Unknown						3	5.403	1.76	32.57		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6546	512	0706c053044	-13	61	32	2	Fossil	African		T+	Unknown						2	5.836	1.87	32.04		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6547	512	0706c077010	-13	61	32	2	Fossil	African		T+	Unknown						2	5.742	1.479	25.76		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6548	512	0758a702003	5	90	82	2	Fossil	Indian		T+	Unknown						1	38.01				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6549	512	0758a702052	5	90	82	2	Fossil	Indian		T+	Unknown						2	26.42	1.676	6.342		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6550	512	0758a712037	5	90	82	2	Fossil	Indian		T+	Unknown						2	61.74	21.39	34.64		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6551	512	0758a713045	5	90	82	2	Fossil	Indian		T+	Unknown						2	30.12	6.491	21.55		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6552	512	0758a714054	5	90	82	2	Fossil	Indian		T+	Unknown						3	26.88	12.31	45.81		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6553	512	0758a714093	5	90	82	2	Fossil	Indian		T+	Unknown						3	32.03	3.597	11.23		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6554	512	0758a723117	5	90	82	2	Fossil	Indian		T+	Unknown						1	21.4				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6555	512	0765c631004	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						2	5.992	2.303	38.44		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6556	512	0765c631051	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	3.971				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6557	512	0765c631088	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						2	11.21	3.975	35.47		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6558	512	0765c631100	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	3.522				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6559	512	0765c631127	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	8.849				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6560	512	0765c633075	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	4.09				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6561	512	0765c634056	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	7.386				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6562	512	0765c635098	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	5.074				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6563	512	0765c651124	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	30.31				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6564	512	0765d051065	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	32.98				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6565	512	0765d054055	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	10.15				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6566	512	0765d061008	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	2.961				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6567	512	0765d131096	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						2	29.85	14	46.9		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6568	512	0765d131101	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						2	11.27	2.167	19.23		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6569	512	0765d131102	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						1	32.45				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6570	512	0765d131105	-16	118	155.7	0.3	Geomagnetic polarity timescale	Australian		T+	Unknown						2	37.14	3.755	10.11		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6571	512	0770b172080	5	124	38.9	1	Fossil	Philippine		T+	Unknown						1	32.32				Volcanic	Basalt	Glass		Berggren et al. 1995	
6572	512	0770b173147	5	124	38.9	1	Fossil	Philippine		T+	Unknown						4	14.73	1.052	7.144		Volcanic	Basalt	Glass		Berggren et al. 1995	
6573	512	0770b182035	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	15.59	1.322	8.484		Volcanic	Basalt	Glass		Berggren et al. 1995	
6574	512	0770b183005	5	124	38.9	1	Fossil	Philippine		T+	Unknown						6	14.71	3.793	25.78		Volcanic	Basalt	Glass		Berggren et al. 1995	
6575	512	0770b183031	5	124	38.9	1	Fossil	Philippine		T+	Unknown						1	29				Volcanic	Basalt	Glass		Berggren et al. 1995	
6576	512	0770c023008	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	16.82	0.8273	4.92		Volcanic	Basalt	Glass		Berggren et al. 1995	
6577	512	0770c023009	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	17.3	0.5162	2.983		Volcanic	Basalt	Glass		Berggren et al. 1995	
6578	512	0770c023019	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	15.66	1.174	7.496		Volcanic	Basalt	Glass		Berggren et al. 1995	
6579	512	0770c023020	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	18.51	1.584	8.557		Volcanic	Basalt	Glass		Berggren et al. 1995	
6580	512	0770c032050	5	124	38.9	1	Fossil	Philippine		T+	Unknown						1	11.91				Volcanic	Basalt	Glass		Berggren et al. 1995	
6581	512	0770c041016	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	11.23	2.01	17.9		Volcanic	Basalt	Glass		Berggren et al. 1995	
6582	512	0770c04x014	5	124	38.9	1	Fossil	Philippine		T+	Unknown						3	8.064	1.621	20.1		Volcanic	Basalt	Glass		Berggren et al. 1995	
6583	512	0770c091081	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	30.79	13.89	45.1		Volcanic	Basalt	Glass		Berggren et al. 1995	
6584	512	0770c091084	5	124	38.9	1	Fossil	Philippine		T+	Unknown						2	17.17	5.643	32.86		Volcanic	Basalt	Glass		Berggren et al. 1995	
6585	512	0781a088010	20	147	2.6	0.1	Geomagnetic polarity timescale	Pacific		T+	Unknown						1	57.08				Volcanic	Basalt	Glass		Berggren et al. 1995	
6586	512	0801c091034	19	156	164.4	3	Fossil	Pacific		T+	Unknown						1	8.129				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6587	512	0802a582101	12	153	114.6	3.2	Geomagnetic polarity timescale	Pacific		T+	Unknown						4	21.62	2.402	11.11		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6588	512	0803d693068	2	161	88	6	Fossil	Pacific		T+	Unknown						1	18.38				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6589	512	0803d693113	2	161	88	6	Fossil	Pacific		T+	Unknown						1	49.65				Volcanic	Basalt	Glass		Gradstein et al. 1995	
6590	512	0803d702120	2	161	88	6	Fossil	Pacific		T+	Unknown						2	9.85	0.961	9.755		Volcanic	Basalt	Glass		Gradstein et al. 1995	
6591	512	0807c742027	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	35.73	0.8415	2.355		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6592	512	0807c742089	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	5.063				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6593	512	0807c742091	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	36.52	0.3111	0.8519		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6594	512	0807c742097	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	7.968	0.9687	12.16		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6595	512	0807c751027	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	42.05	17.49	41.6		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6596	512	0807c752004	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						3	34.15	2.448	7.168		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6597	512	0807c752032	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	24.04	2.524	10.5		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6598	512	0807c752039	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	40.6				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6599	512	0807c752066	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	6.918				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6600	512	0807c752072	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	33.49	19.79	59.11		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6601	512	0807c754096	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	33.23				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6602	512	0807c771035	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	69.96	1.853	2.648		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6603	512	0807c771037	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						1	48.96				Volcanic	Basalt	Glass		Mahoney et al. 1993	
6604	512	0807c772034	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	30.48	9.001	29.54		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6605	512	0807c772114	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						4	24.46	9.586	39.19		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6606	512	0807c781034	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	25.21	17.15	68		Volcanic	Basalt	Glass		Mahoney et al. 1993	
6607	512	0807c791058	4	157	122.4	0.8	Ar-Ar	Pacific		T+	Unknown						2	38.68	3.62	9.36		Volcanic	Basalt	Glass		Mahoney et al. 1993	
