tab	samples
sample	site	lat	lon	geologic_classes	geologic_types	lithologies	description	azimuth	azimuth_dec_correction	dip	orientation_quality	citations	method_codes
mc136b	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		94.9	0	-38.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136c	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		87.4	0	-14.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136d	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		114.6	0	-43.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136e	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		86.3	0	-34.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136f	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		95.0	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136g	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		125.5	0	-44.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136h	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		138.7	0	-59.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136i	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		139.9	0	-64.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136j	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		103.0	0	-43.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc136k	mc136	-78.282	163.329	Extrusive:Igneous	Lava Flow	Basalt		118.4	0	-49.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137a	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		177.1	0	-77.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137b	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		157.9	0	-76.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137c	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		163.4	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137d	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		151.8	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137e	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		189.3	0	-56.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137f	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		173.4	0	-59.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137g	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		197.9	0	-57.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137h	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		191.6	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137i	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		179.9	0	-41.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137j	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		177.1	0	-60.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137k	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		168.2	0	-63.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc137l	mc137	-78.26100000000001	163.257	Extrusive:Igneous	Lava Flow	Basalt		220.0	0	-73.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138a	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		119.5	0	-58.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138b	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		130.5	0	-61.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138c	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		125.0	0	-55.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc138d	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		135.5	0	-56.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138e	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		81.0	0	-77.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc138f	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		95.5	0	-74.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc138g	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		62.0	0	-33.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138h	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		64.0	0	-28.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc138i	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		167.5	0	-20.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc138j	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		146.0	0	-37.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc138k	mc138	-78.26	163.24	Extrusive:Igneous	Lava Flow	Basalt		155.0	0	-39.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc139a	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		353.9	0	-63.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139b	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		7.7	0	-53.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139c	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		342.4	0	-65.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139d	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		348.2	0	-62.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139e	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		349.9	0	-59.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139f	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		6.0	0	-73.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139g	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		336.45	0	-66.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139h	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		26.2	0	-57.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139i	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		34.45	0	-58.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139j	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		334.2	0	-47.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc139k	mc139	-78.26	163.08	Extrusive:Igneous	Lava Flow	Basalt		322.7	0	-62.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc13a	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	1.0	0	-58.0	g	This study	SO-SIGHT:FS-FD
mc13b	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	10.0	0	-71.0	g	This study	SO-SIGHT:FS-FD
mc13c	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	345.0	0	-81.0	g	This study	SO-SIGHT:FS-FD
mc13d	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	353.0	0	-42.0	g	This study	SO-SIGHT:FS-FD
mc13e	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	9.0	0	-59.0	g	This study	SO-SIGHT:FS-FD
mc13f	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	341.0	0	-76.0	g	This study	SO-SIGHT:FS-FD
mc13g	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	26.0	0	-70.0	g	This study	SO-SIGHT:FS-FD
mc13h	mc13	-77.64	166.41	Extrusive:Igneous	Lava Flow	Trachyte	Archived samples from 1965, 66 expeditions.	24.0	0	-54.0	g	This study	SO-SIGHT:FS-FD
mc140a	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		290.3	0	-79.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140b	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		303.8	0	-80.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140c	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		281.8	0	-85.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140d	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		295.3	0	-82.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140e	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		293.8	0	-66.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140f	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		315.3	0	-60.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140g	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		295.8	0	-68.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140h	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		302.3	0	-82.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140i	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		307.8	0	-85.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc140j	mc140	-78.27600000000001	163.004	Extrusive:Igneous	Lava Flow	Basalt		302.8	0	-72.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141b	mc141	-77.58	166.24599999999998	Extrusive:Igneous	Lava Flow	Basalt		25.4	0	-62.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141c	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		29.9	0	-57.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141d	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		14.9	0	-72.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141e	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		2.7	0	-75.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141f	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		57.9	0	75.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141g	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		53.2	0	-54.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141h	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		38.2	0	-58.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141i	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		25.2	0	-61.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141j	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		97.9	0	-69.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141k	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		83.9	0	-74.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc141l	mc141	-77.58	166.24599999999998	Intrusive:Igneous	Volcanic Dike	Basalt		31.2	0	-35.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc142a	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		142.2	0	-52.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142b	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		138.4	0	-68.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142c	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		81.9	0	-32.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142d	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		101.4	0	-33.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142e	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		54.1	0	-33.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142f	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		87.9	0	-37.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142g	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		106.3	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142h	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		114.1	0	-62.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142i	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		106.8	0	-66.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142j	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		36.3	0	-26.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc142k	mc142	-77.851	166.68	Extrusive:Igneous	Lava Flow	Trachyte		70.8	0	-29.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143a	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		89.0	0	-78.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143b	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		83.2	0	-83.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143c	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		87.4	0	-71.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143d	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		81.2	0	-74.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143e	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		85.4	0	-84.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143f	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		75.6	0	-81.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143g	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		78.4	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143h	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		63.8	0	-73.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143i	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		81.3	0	-68.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143j	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		77.3	0	-70.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc143k	mc143	-78.244	162.879	Extrusive:Igneous	Lava Flow	Basalt		76.9	0	-45.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144a	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		165.7	0	-40.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144b	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		156.7	0	-39.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144c	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		123.9	0	-81.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144d	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		111.6	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144e	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		117.4	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144f	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		108.1	0	-47.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144g	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		124.6	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144h	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		185.9	0	-44.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144i	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		193.2	0	-42.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144j	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		194.7	0	-35.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc144k	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		206.4	0	-31.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145a	mc144	-77.85	166.688	Extrusive:Igneous	Lava Flow	Trachyte		0.0	0	0.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145b	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		94.8	0	-54.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145c	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: bad mark in field##.	96.0	0	-55.5	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145d	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		121.3	0	-64.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145e	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		137.3	0	-54.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145f	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		132.0	0	-53.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145g	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		122.3	0	-62.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145i	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		136.8	0	-59.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145j	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		103.3	0	-48.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145k	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		102.5	0	-50.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145l	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		103.0	0	-63.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145m	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		145.5	0	-46.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc145n	mc145	-78.24	162.893	Extrusive:Igneous	Lava Flow	Basalt		83.0	0	-65.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146a	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		320.1	0	-34.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146b	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		326.0	0	-36.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146c	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		353.4	0	-19.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146d	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		347.1	0	-17.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146e	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		272.3	0	-34.5	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146f	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		278.8	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146g	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		286.5	0	-51.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146h	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		329.0	0	-25.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146i	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: displaced block##.	328.2	0	-25.5	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146j	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		267.4	0	-36.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc146k	mc146	-78.22	162.963	Extrusive:Igneous	Lava Flow	Basalt		292.4	0	-33.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc147a	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		205.6	0	-78.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147b	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		210.9	0	-78.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147c	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		206.4	0	-79.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147d	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		212.4	0	-78.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147e	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		203.6	0	-77.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147f	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		208.4	0	-33.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147g	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		211.6	0	-78.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147h	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		215.6	0	-73.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147i	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		197.1	0	-74.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147j	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		195.4	0	-78.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147k	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		201.4	0	-77.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147l	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		202.4	0	-82.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147m	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		215.1	0	-71.5	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc147n	mc147	-78.196	162.96200000000002	Extrusive:Igneous	Lava Flow	Basalt		213.6	0	-69.0	g	This study	FS-LOC-GPS:SO-GPS-DIFF:SO-POM:FS-FD
mc148a	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		81.7	0	-72.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148b	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		61.7	0	-69.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148c	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: bad mark in field##.	60.7	0	-57.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148d	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt	## direction deleted because: overprint during thellier##.	53.1	0	-50.0	b	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148e	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		72.5	0	-23.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148f	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		95.2	0	-17.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148g	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		173.5	0	-22.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
mc148h	mc148	-77.492	167.24900000000002	Extrusive:Igneous	Lava Flow	Basalt		174.7	0	-32.0	g	This study	FS-LOC-GPS:SO-POM:SO-SUN:FS-FD
